x,y
-37.222832953637685,-104086.8477044653
53.874310441425536,316488.6869028457
-39.36907461736428,-123146.66958681835
-96.31219064774292,-1803348.6766120808
-55.04059647552988,-336520.65770177636
-33.19494498736387,-73829.023142775
15.179811860566332,7175.867136756575
-1.4745643220618092,-54.748178899737376
-76.22360784180546,-893848.1494413011
-53.688738646724275,-312324.1881971625
99.91951832720983,2016786.4717026348
43.15077786330886,162744.33388813798
-81.44850182178247,-1090580.679873276
-46.597973485506586,-204197.47817990437
58.64447589375655,408122.56381583447
-41.23511912498237,-141501.417600648
66.415411656314,592643.2956621039
41.01548719772791,139790.12104973296
-13.465694989633974,-4954.5533643815315
39.21589109569595,122210.76393129525
-91.0740963044705,-1524793.7865897536
-35.966365022732134,-93904.22408803835
8.01204423620348,1097.9546517875185
60.609111225009144,450493.1811949612
42.48997087643579,155386.70422000508
81.75714233383934,1105103.6956468632
-64.2749569580503,-535921.5819486546
21.578678384919954,20459.002830324443
59.163804526531464,419050.6162417125
-67.26301499423153,-614198.387935279
85.11282955975418,1246764.570474797
-46.72970319605432,-205937.4842099546
61.333189857115286,466820.38575534587
-57.32227850361438,-380129.4708875494
91.12616121408956,1529988.3455226612
91.55994656896928,1551928.9040204892
56.14347635694895,358143.96672778786
-40.20676725347032,-131183.2180743774
96.85720300890003,1837045.9506530734
-56.18678251081304,-357985.91001445585
-35.76840244331811,-92359.99654802406
-62.17065891151143,-484984.5767153276
-81.0027990498501,-1072769.7374426275
53.32952276200899,306989.7620797355
40.78029589082726,137400.58070408125
-27.412605871000366,-41589.545088090614
85.7404575862783,1274538.549744147
52.95432489339075,300565.8746189474
-72.61580345666623,-772830.8216953169
82.82595887161506,1148990.5147252653
-57.48768482694637,-383430.499765809
91.63763208059697,1555882.1027039054
-36.40373881981562,-97370.4851272291
-75.86303644282826,-881226.5861419033
78.20891992382647,967446.3354913495
51.68164764426598,279425.1981579791
77.75155331645703,950576.2384233891
94.83449792786817,1724386.5506895832
81.6193660192198,1099528.731095853
-93.29937684145757,-1639331.962060045
64.0717491962823,532130.5306214731
48.25406472521047,227486.03810780979
-56.22715029015992,-358754.6189891212
-69.23273725280612,-669753.2059411022
-50.95934667495323,-267071.33924576314
24.455057401290574,29738.545848154554
50.964939620919296,267974.3415537924
24.692352808548137,30609.466022388475
6.61312227206669,638.6552593527355
66.90264746879143,605775.5672768672
2.4991041933960503,83.64150033477986
3.8179483820291296,159.62224939420153
-96.2917923581608,-1802200.9805953477
-94.09552815487557,-1681661.7856208514
58.72650803573083,409837.6405940278
-64.13546924492819,-532437.1881699647
27.337704396344378,41499.20440604173
17.42249399019302,10809.180099946336
54.18363969424598,321964.0865788855
-22.029759779431117,-21595.53594048721
42.465519531310804,155124.086518018
-65.34192575670377,-563058.0536793019
7.430239664957682,884.2740725325757
6.015053723927366,488.50323009076567
-2.589390128260092,-66.10492437904757
97.85206249681448,1894213.7136243142
50.82077164092365,265709.2386746345
-87.86716216786292,-1369304.6863335401
99.94529914074727,2018350.062043964
-70.31253780089995,-701592.0036232865
-54.031969415588364,-318356.28105721297
35.44557560878434,90288.48814510931
-78.41226158158182,-973096.5599303687
-81.66411814265764,-1099265.4271224935
-2.908704454782125,-83.53069825071827
78.51531779611841,978849.1693672747
64.78821792421238,550169.1440498533
-40.11573601789642,-130291.56999405964
-71.4500362506087,-736199.5697167806
-63.70002740363088,-521664.95626608277
-56.54137098055359,-364805.0362070313
-47.53771501549737,-216801.02454486294
84.70125823949019,1228773.0690767567
-63.45116181250259,-515574.4851258438
91.65234068125685,1556629.9602918306
-97.60758914653857,-1877106.6582820306
84.54118604740228,1221824.6816159922
36.2186169596506,96311.71615192723
9.216940450773365,1647.390903858085
-69.9430435667965,-690589.8208903533
99.59467044385943,1997185.7714721311
-31.247425657243895,-61589.99535198344
-52.4594887939134,-291357.49167944625
-9.191679093957504,-1595.1758561987917
-88.74271752710908,-1410652.2291294944
-67.4929208395479,-620519.1282958147
23.55907277518574,26598.88625322705
-67.79657756419559,-628930.0283901888
29.19544702409499,50517.651032052876
-97.38777917814888,-1864452.7373260013
21.41226855619945,19995.436611075085
90.01549609637172,1474745.5412011282
-31.076963618340542,-60585.20542221143
30.890282624325806,59810.56532891325
-0.4779012891778649,-138.85819041207338
89.36092882818255,1442820.8038385569
-10.784233937293152,-2556.9159810205756
82.25883665290121,1125559.425001917
-14.470938679509288,-6142.7463129010885
57.67392654376059,388212.11401261756
-87.02182830101275,-1330161.512683215
10.390264033367586,2342.4837901843903
1.9612509088836987,75.87523282691394
-77.7121499453714,-947254.4476640263
-69.35788637081457,-673393.1657525972
32.02349094682842,66622.97695250573
-15.017561922109152,-6861.828923999507
30.81424786085941,59373.77532965263
-30.893851486102648,-59522.86478886403
9.324248011317152,1705.6011698827829
90.1110435609265,1479441.793137588
93.97280633696556,1677830.9422397728
43.84788001246892,170750.22289466095
24.219171229279908,28887.8315995606
-10.622375301013491,-2445.509486647164
-88.01082655731835,-1376033.8058333856
87.19749485062783,1340589.566981216
31.985981910463067,66384.65979164587
-45.924242453825606,-195473.17655249208
36.18716887714726,96064.968001506
-86.08764899281212,-1287776.9665690127
24.75190862434505,30830.164730477838
-61.15596419433038,-461621.5642927805
-51.186555828401325,-270657.42142919847
51.732391340191754,280250.1831352393
-65.89711832562139,-577531.9139779531
73.17342784878835,792439.2325311416
37.71780145573945,108753.04478922053
-18.015976672000903,-11829.449647700752
-58.87006332483542,-411763.31210511865
-65.89732887015435,-577537.7389244352
-71.98056765751474,-752725.4091821621
48.953104250851766,237507.29361508458
20.079688684891934,16504.3437664256
-52.45643644812259,-291310.22120098985
-56.58252985380698,-365601.227439678
31.004390354953472,60473.683348977785
91.26062621822427,1536766.709086168
92.54353575670768,1602463.0716223228
46.67570833957572,205909.60572790512
29.58430161183051,52556.65919767986
-93.16357065446674,-1632181.0107825967
-47.9706461129731,-222784.59815213806
-53.22583924173341,-304315.7887907965
67.39711432454624,619297.2339110902
-5.470670550107499,-357.9299629248043
-4.624440737460105,-222.42564923604286
97.30141570460611,1862428.0529108932
-74.65074922858017,-839651.0794613037
68.30965395676228,644779.1995575333
76.03921106273879,889180.0400433198
81.79074031193181,1106463.7983291275
-55.05270415632894,-336742.61350937904
0.4653587064643432,158.18526427084797
33.99413032988531,79666.60663205743
10.24503379451069,2244.7492906223865
-41.58401565564181,-145127.33917381635
56.65699395024882,368051.48553724366
-4.195668885096765,-174.5611626381819
-47.02549274575658,-209871.89630972187
-99.90786279640737,-2012987.1101432594
42.60285807129668,156628.59894174393
11.58423077886593,3219.873062664998
96.0003656746992,1788741.6617588652
-83.30557996257525,-1166900.8553628114
11.922337509141173,3503.686702050819
-97.07403112286812,-1846492.098684112
-25.486903897724346,-33435.120531948116
-69.47865427085469,-676921.8951481974
55.7046052758229,349817.60991047975
-85.10220061418418,-1244047.3722140482
-40.631558383287604,-135378.93297815215
-54.84370720572127,-332921.90793842246
-66.61464259248237,-596601.4655606364
-21.971480328256803,-21432.587705579965
99.43816432768779,1987789.6017210758
40.5345721610629,134934.64102780673
-56.143970285113795,-357165.7003872262
-81.67899922237316,-1099864.6183667406
24.746216719776086,30810.85583696123
73.90410610721997,816402.2645538659
82.6032420987517,1139749.3877794524
-32.50204643377165,-69305.7723123075
-60.562955046712716,-448316.71767839603
-70.82947007592013,-717177.8938608046
-62.766043141298255,-499052.5770199905
-45.329689622101775,-187975.85584618562
54.98377191326031,336425.52124573337
-79.35326349439606,-1008553.7774987621
37.47330725887187,106656.76357196012
89.41598817500295,1445487.607651129
-76.93142040753173,-918988.9788827642
-16.77458286801803,-9554.486112798892
54.00151949461889,318728.5522542206
89.28319574377866,1439059.301837341
-85.99970514151562,-1283833.628105589
-33.74925216387916,-77591.31656714503
-7.5437519577799605,-891.6373848810816
75.29519090208967,863348.114660327
22.091705833396162,21952.53957182202
-91.23565550817882,-1532927.2387541947
79.26838310905083,1007269.2112619469
-25.736442861477343,-34422.3409958854
58.26767860505856,400316.05325059715
-99.51086517440908,-1989085.1776582326
-30.90340391799613,-59577.3392444552
25.519903626132276,33776.00235070085
-20.56526498386708,-17578.01347165344
-92.40839276278001,-1592808.2966467575
68.43295177124611,648268.8973916725
81.79114773814345,1106483.1420468315
-94.69721675150052,-1714128.8297130319
4.295902187486547,207.3432854891383
28.298671871752248,46013.99015670046
-80.79201606136968,-1064415.2450582695
14.393274606008873,6127.0818170228395
46.842148491192376,208116.86190536016
68.8604583123826,660485.9753130829
-29.5727133429222,-52215.69818041106
-46.771733538897124,-206491.55123292608
-62.00900338609343,-481208.2694727434
-83.64315634945021,-1181146.8343685328
-32.5174819318927,-69406.72178395318
-14.755146756513682,-6510.834639512762
49.938190686586296,252118.88043508155
51.25989593762529,272650.2150432966
-30.602836817098563,-57852.104993262365
32.12923651290339,67282.2878762248
-98.6414642880802,-1937395.5092459263
